date,round,meal_id,item_name,quantity,measure,esha_code,gov_code,cals_kcal,prot_g,carb_g,tot_fib_g,tot_sol_fib_g,tot_insol_fib_g,sugar_g,sug_add_g,fat_g,mono_fat_g,poly_fat_g,trans_fat_g,sat_fat_g,vit_a_iu_iu,calc_mg,omega3_g,omega6_g,iron_mg,iodine_mcg,copp_mg,magn_mg,pot_mg,sel_mcg,sod_mg,zinc_mg,vit_c_mg,vit_b12_mcg,vit_b6_mg,vit_b3_ne_mg,vit_b3_mg,vit_b2_mg,vit_b1_mg,vit_d_iu_iu,gly_indx,gly_load,wgt_g,fat_cals_kcal,sat_cals_kcal,tfa_cals_kcal,carb_avail_g,starch_g,fib_16_g,sol_fib_16_g,insol_fib_16_g,non_digest_carb_g,sol_non_digest_carb_g,insol_non_digest_carb_g,mon_sac_g,galac_g,gluc_g,fruct_g,disacc_g,lact_g_70,sucr_g,malt_g,o_carb_g,net_carb_g,sala_g,chol_mg,water_g,ash_g,k_j_k_j,vit_a_rae_mcg,vit_a_re_mcg,caroten_mcg,retinol_mcg,alpha_caro_mcg,beta_caro_mcg,beta_caro_eq_mcg,biot_mcg,vit_d_mcg_mcg,vit_e_a_toco_mg,vit_e_a_te_mg,vit_e_iu_iu,vit_e_mg_mg,folate_mcg,fol_acid_mcg,fol_dfe_mcg_dfe,fol_food_mcg,crypto_mcg,vit_k_mcg,panto_mg,boron_mcg,chlor_mg,chrom_mcg,fluor_mg,mang_mg,moly_mcg,phos_mg,salt_g,x4_0_g,x6_0_g,x8_0_g,x10_0_g,x12_0_g,x14_0_g,x15_0_g,x16_0_g,x17_0_g,x18_0_g,x20_0_g,x22_0_g,x24_0_g,x14_1_g,x15_1_g,x16_1_g,x17_1_g,x18_1_g,x20_1_g,x22_1_g,x24_1_g,x18_2_g,x18_3_g,x18_4_g,x20_3_g,x20_4_g,x20_5_g,x22_5_g,x22_6_g,ala_g,arg_g,asp_g,cys_g,glu_g,gly_g,his_g,iso_g,leu_g,lys_g,met_g,phe_g,pro_g,ser_g,thr_g,trp_g,tyr_g,val_g,alc_g,caff_mg,art_sw_mg,aspar_mg,sacch_mg,sug_al_g,eryth_g,glyc_g,inos_g,lacti_g,malti_g,mann_g,sorb_g,xylit_g,org_ac_g,acet_g,citr_g,lact_g_172,malic_g,chln_mg,tau_g,lut_zea_mcg,lycopene_mcg,sulfites_ppm_ppm,sulfites_mg_mg,mp_grain_oz_eq,mp_veg_c,mp_fruit_c,mp_dairy_c,mp_prot_oz_eq,xx_alc,xx_lean_meat,xx_veg,xx_starch,xx_o_carb,xx_non_fat_milk,xx_fruit,xx_fat,file,fdc_id,lact_g_69,lact_g_171,lact_g_68,lact_g_170,comments,lact_g_71,lact_g_173,notes_on_portion_size,lact_g_72,lact_g_174,size,portion,portion_size_notes,lact_g_73,lact_g_175,day,first_day,last_day,day_of_round,weekend,time_shift
12/16/20,1,31,peanuts,4-Jan,Cup,157721,42111000,214.25,8.89,7.76,3.07,NA,NA,1.79,0,18.13,9.56,3.57,NA,2.82,NA,21.17,0.01,3.55,0.58,NA,0.16,64.97,231.41,3.39,149.65,1.01,0,0,0.17,5.24,5.24,0.07,0.06,0,NA,NA,36.5,163.13,25.37,NA,4.69,NA,3.07,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.91,4.69,NA,0,0.66,1.07,896.44,0,NA,NA,0,0,0,NA,NA,0,1.8,NA,NA,NA,35.41,0,35.41,35.41,0,0,NA,NA,NA,NA,NA,NA,NA,132.5,NA,0,0,0,0,0,0.01,NA,1.45,NA,0.44,NA,NA,NA,NA,NA,0.01,NA,9.28,0.23,0.02,NA,3.55,0.01,0,NA,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.58,NA,0,0,NA,NA,0,0,0,0,2.57,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
12/16/20,1,15,"chicken, roasted, skinless",1.5,Ounce-weight,114292,24102020,70.17,11.62,0,0,0,0,0,0,2.26,0.81,0.44,NA,0.58,NA,3.4,0.02,0.39,0.34,NA,0.02,11.06,132.25,12.33,150.11,0.65,0,0.12,0.28,3.45,3.45,0.09,0.04,1.7,0,0,42.52,20.36,5.23,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,48.9,28.04,0.6,293.57,3.4,NA,NA,3.4,0,0,NA,NA,0.04,0.2,NA,NA,NA,2.55,0,2.55,2.55,0,0.81,NA,NA,NA,NA,NA,NA,NA,94.83,NA,0,0,0,0.01,0,0.01,NA,0.43,NA,0.13,NA,NA,NA,NA,NA,0.11,NA,0.68,0.01,0,NA,0.36,0.02,0,NA,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,31.47,NA,0,0,NA,NA,0,0,0,0,1.49,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
12/16/20,1,15,teriyaki sauce,2,Tablespoon,116349,41420400,32.04,2.13,5.6,0.04,NA,NA,5.08,5.08,0.01,0,0,NA,0,NA,9,NA,NA,0.61,NA,0.04,21.96,81,0.4,1379.88,0.04,0,0,0.04,0.46,0.46,0.03,0.01,0,NA,NA,36,0.06,0,NA,5.57,NA,0.04,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.49,5.57,NA,0,24.37,3.89,134.06,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,2.88,0,2.88,2.88,0,0,NA,NA,NA,NA,NA,NA,NA,55.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.02,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
12/16/20,1,15,"rice, white, cooked",3-Jan,Cup,117370,56205008,67.94,1.41,14.74,0.21,NA,NA,0.03,0,0.15,0.05,0.04,NA,0.04,NA,5.27,0.01,0.03,0.63,NA,0.04,6.32,18.43,3.95,129.03,0.26,0,0,0.05,0.77,0.77,0.01,0.09,0,NA,NA,52.67,1.33,0.36,NA,14.53,NA,0.21,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14.5,14.53,NA,0,35.82,0.55,284.26,0,NA,NA,0,0,0,NA,NA,0,0.02,NA,NA,NA,30.55,28.97,50.82,1.58,0,0,NA,NA,NA,NA,NA,NA,NA,22.65,NA,0,0,0,0,0,0,NA,0.04,NA,0,NA,NA,NA,0,0,0,0,0.05,0,0,0,0.03,0.01,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,0,0,NA,NA,0.64,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
12/16/20,1,16,"taco, steak",7,Ounce-weight,136572,58101320,490.16,20.78,38.16,5.36,NA,NA,4.5,0,28.62,9.95,4.91,NA,10.3,NA,200.43,0.41,4.5,2.82,NA,0.19,69.46,539.77,18.26,1063.67,4.64,5.75,1.43,0.44,4.32,4.32,0.25,0.16,0,NA,NA,198.45,257.54,92.68,NA,32.8,NA,5.36,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,28.3,32.8,NA,59.53,106.53,4.37,2050.84,89.3,NA,NA,53.58,25.8,396.89,NA,NA,0,2.42,NA,NA,NA,47.63,9.92,54.57,37.7,45.64,16.47,NA,NA,NA,NA,NA,NA,NA,313.55,NA,0.11,0.09,0.08,0.16,0.33,0.86,NA,6.29,NA,2.03,NA,NA,NA,NA,NA,0.41,NA,9.36,0.07,0,NA,4.47,0.4,0,0,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.11,NA,174.63,7380.23,NA,NA,2.44,0.56,0,0.38,1.57,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
12/16/20,1,16,tortilla,10.8,Ounce-weight,157895,52215000,802.18,21.28,143.93,15,NA,NA,7.04,2.31,16.59,3.74,5.68,NA,5.17,NA,349.04,0.4,5.28,7.44,NA,0.39,143.9,477.63,43.48,1194.08,2.82,0,0,0.43,9.05,9.05,0.53,0.91,0,NA,NA,306.17,149.35,46.51,NA,128.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.89,128.93,NA,0,119.22,5.14,3356.31,0,NA,NA,0,0,0,NA,NA,0,0.43,NA,NA,NA,153.09,122.47,238.82,30.62,0,11.02,NA,NA,NA,NA,NA,NA,NA,796.05,NA,0,0,0,0,0.01,0.05,NA,3.19,NA,1.83,NA,NA,NA,0,0,0.02,0,3.69,0.04,0,0,5.28,0.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.45,NA,18.37,0,NA,NA,13.01,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
12/16/20,1,16,"onion, cooked",28.3,Gram,160158,99997510,13.3,0.37,3.11,0.57,NA,NA,1.41,0,0.03,0,0.01,NA,0.01,NA,7.64,0,0,0.07,NA,0.01,3.4,48.68,0.17,1.41,0.06,2.09,0,0.04,0.04,0.04,0.01,0.01,0,NA,NA,28.3,0.31,0.12,NA,2.54,NA,0.57,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.13,2.54,NA,0,24.67,0.12,55.65,0,NA,NA,0,0,0.28,NA,NA,0,0.01,NA,NA,NA,5.38,0,5.38,5.38,0,0.14,NA,NA,NA,NA,NA,NA,NA,9.62,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,1.13,0,NA,NA,0,0.21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
12/16/20,1,16,"cilantro, fresh",8-Jan,Cup,119187,75109550,0.46,0.04,0.07,0.06,NA,NA,0.02,0,0.01,0.01,0,NA,0,NA,1.34,0,0,0.04,NA,0,0.52,10.42,0.02,0.92,0.01,0.54,0,0,0.02,0.02,0,0,0,NA,NA,2,0.09,0,NA,0.02,0,0.06,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,NA,0,1.84,0.03,1.92,6.74,NA,NA,0,0.72,78.6,NA,NA,0,0.05,NA,NA,NA,1.24,0,1.24,1.24,4.04,6.2,NA,NA,NA,NA,NA,NA,NA,0.96,NA,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0.26,NA,17.3,0,NA,NA,0,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
12/17/20,1,17,bagel,2-Jan,Each,116569,51180010,145.2,5.81,28.81,0.88,NA,NA,4.64,2.66,0.73,0.21,0.29,NA,0.2,NA,57.75,0.01,0.28,1.96,NA,0.07,15.95,58.85,11.82,232.1,0.46,0,0,0.04,2.48,2.48,0.19,0.31,0,NA,NA,55,6.53,1.78,NA,27.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.29,27.93,NA,0,18.6,1.06,607.52,0,NA,NA,0,0,0,NA,NA,0,0.05,NA,NA,NA,58.3,45.1,89.87,13.2,0,0.11,NA,NA,NA,NA,NA,NA,NA,54.45,NA,0,0,0,0,0,0,NA,0.12,NA,0.06,NA,NA,NA,NA,NA,0,NA,0.1,0,0,NA,0.28,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.03,NA,0,0,NA,NA,2.33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/17/20,12/11/20,12/24/20,7,FALSE,FALSE
12/17/20,1,17,jelly,1.5,Tablespoon,120158,91401000,79.8,0.05,20.98,0.3,NA,NA,15.37,15.37,0.01,0,0,NA,0,NA,2.1,0,0,0.06,NA,0,1.8,16.2,0.12,9,0.01,0.27,0,0.01,0.01,0.01,0.01,0,0,NA,NA,30,0.05,0.01,NA,20.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,20.68,NA,0,8.93,0.03,333.88,0,NA,NA,0,0,0.9,NA,NA,0,0,NA,NA,NA,0.6,0,0.6,0.6,0,0.09,NA,NA,NA,NA,NA,NA,NA,1.8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,6.6,0,NA,NA,0,0,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/17/20,12/11/20,12/24/20,7,FALSE,FALSE
12/17/20,1,17,cream cheese,1.5,Tablespoon,114035,14301010,157.5,2.77,2.48,0,0,0,1.69,0,15.5,4.01,0.67,NA,9.1,NA,43.65,0.07,0.57,0.05,NA,0.01,4.05,59.4,3.87,141.3,0.22,0,0.1,0.03,0.04,0.04,0.1,0.01,0,NA,NA,45,139.48,81.86,NA,2.48,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.79,2.48,NA,45.45,23.68,0.57,658.98,138.6,NA,NA,136.35,0.45,26.55,NA,NA,0,0.39,NA,NA,NA,4.05,0,4.05,4.05,0.9,0.94,NA,NA,NA,NA,NA,NA,NA,48.15,NA,0.32,0.27,0.16,0.39,0.45,1.47,NA,4.23,NA,1.51,NA,NA,NA,NA,NA,0.29,NA,3.5,0.03,0,NA,0.55,0.06,0,NA,0.02,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.06,NA,3.15,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/17/20,12/11/20,12/24/20,7,FALSE,FALSE
12/17/20,1,18,pretzels,14,Gram,158167,54408000,53.76,1.41,11.25,0.48,NA,NA,0.31,0.25,0.41,0.1,0.18,NA,0.05,NA,3.78,0.01,0.17,0.64,NA,0.02,4.06,31.22,0.62,173.6,0.15,0.29,0,0.01,0.74,0.74,0.05,0.06,0,NA,NA,14,3.69,0.49,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.47,10.78,NA,0,0.44,0.49,224.93,0,NA,NA,0,0,0,NA,NA,0,0.07,NA,NA,NA,25.34,20.16,39.45,5.18,0,0.39,NA,NA,NA,NA,NA,NA,NA,17.92,NA,0,0,0,0,0,0,NA,0.04,NA,0.01,NA,NA,NA,NA,NA,0,NA,0.1,0,0,NA,0.17,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13,NA,1.26,0,NA,NA,0.79,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/17/20,12/11/20,12/24/20,7,FALSE,FALSE
12/17/20,1,18,peanut butter,0.5,Ounce-weight,116444,42202000,84.62,3.19,3.16,0.68,NA,NA,1.49,0.82,7.24,3.6,1.74,NA,1.43,NA,6.95,0,1.73,0.25,NA,0.06,23.96,79.95,0.58,60.81,0.36,0,0,0.06,1.89,1.89,0.03,0.02,0,NA,NA,14.17,65.19,12.88,NA,2.48,NA,0.68,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.99,2.48,NA,0,0.17,0.41,354.06,0,NA,NA,0,0,0,NA,NA,0,1.29,NA,NA,NA,12.19,0,12.19,12.19,0,0.04,NA,NA,NA,NA,NA,NA,NA,48.05,NA,0,0,0,0,0,0,NA,0.67,NA,0.31,NA,NA,NA,NA,NA,0,NA,3.51,0.08,0.01,NA,1.73,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93,NA,0,0,NA,NA,0,0,0,0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/17/20,12/11/20,12/24/20,7,FALSE,FALSE
12/17/20,1,19,"pizza, pepperoni",1,Slice,117789,58106555,349.68,14.56,39.66,2.85,NA,NA,4.04,0.62,14.77,4.78,2.56,NA,6.31,NA,189.72,0.25,2.26,3.12,NA,0.14,29.76,241.8,29.26,849.4,1.74,1.12,0.62,0.1,5.13,5.13,0.27,0.53,0,NA,NA,124,132.92,56.83,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.76,36.8,NA,31,51.79,3.22,1463.06,86.8,NA,NA,76.88,0,116.56,NA,NA,0,1.08,NA,NA,NA,114.08,69.44,162.69,44.64,0,7.94,NA,NA,NA,NA,NA,NA,NA,245.52,NA,0.11,0.08,0.06,0.15,0.18,0.68,NA,3.41,NA,1.45,NA,NA,NA,NA,NA,0.23,NA,4.35,0.08,0.02,NA,2.23,0.23,0,NA,0.03,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,NA,29.76,2426.68,NA,NA,2.31,0.12,0,0.58,0.12,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/17/20,12/11/20,12/24/20,7,FALSE,FALSE
12/18/20,1,20,"oatmeal, instant, plain, prepared with water",0.5,Cup,158469,56203085,105.6,2.64,15.29,2.16,NA,NA,0.34,0,4.44,1.38,1.03,NA,1.71,NA,80.4,0.06,0.97,5.44,NA,0.09,28.8,81.6,5.16,78,0.56,0,0,0.06,0.22,0.22,0.01,0.09,0,NA,NA,120,39.96,15.36,NA,13.13,NA,2.16,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12.79,13.13,NA,4.8,96.86,0.77,441.83,198,NA,NA,196.8,0,13.2,NA,NA,0,0.46,NA,NA,NA,7.2,0,7.2,7.2,0,2.16,NA,NA,NA,NA,NA,NA,NA,93.6,NA,0.08,0.05,0.03,0.06,0.06,0.18,NA,0.88,NA,0.34,NA,NA,NA,NA,NA,0.03,NA,1.34,0.02,0,NA,0.97,0.06,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72,NA,0,0,NA,NA,0.78,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/18/20,12/11/20,12/24/20,8,FALSE,FALSE
12/18/20,1,21,"chicken, roasted, skinless",1,Ounce-weight,114292,24102020,46.78,7.75,0,0,0,0,0,0,1.51,0.54,0.29,NA,0.39,NA,2.27,0.02,0.26,0.22,NA,0.02,7.37,88.17,8.22,100.07,0.44,0,0.08,0.19,2.3,2.3,0.06,0.03,1.13,0,0,28.35,13.57,3.49,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,32.6,18.7,0.4,195.71,2.27,NA,NA,2.27,0,0,NA,NA,0.03,0.13,NA,NA,NA,1.7,0,1.7,1.7,0,0.54,NA,NA,NA,NA,NA,NA,NA,63.22,NA,0,0,0,0,0,0.01,NA,0.29,NA,0.08,NA,NA,NA,NA,NA,0.08,NA,0.45,0.01,0,NA,0.24,0.01,0,NA,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,20.98,NA,0,0,NA,NA,0,0,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/18/20,12/11/20,12/24/20,8,FALSE,FALSE
12/18/20,1,21,"rice, white, cooked",2-Jan,Cup,117370,56205008,101.91,2.11,22.11,0.32,NA,NA,0.04,0,0.22,0.07,0.06,NA,0.06,NA,7.9,0.01,0.05,0.94,NA,0.05,9.48,27.65,5.92,193.55,0.39,0,0,0.07,1.16,1.16,0.01,0.13,0,NA,NA,79,1.99,0.55,NA,21.8,NA,0.32,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,21.76,21.8,NA,0,53.73,0.83,426.39,0,NA,NA,0,0,0,NA,NA,0,0.03,NA,NA,NA,45.82,43.45,76.23,2.37,0,0,NA,NA,NA,NA,NA,NA,NA,33.97,NA,0,0,0,0,0,0,NA,0.05,NA,0,NA,NA,NA,0,0,0,0,0.07,0,0,0,0.05,0.01,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,0,0,NA,NA,0.96,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/18/20,12/11/20,12/24/20,8,FALSE,FALSE
12/19/20,1,22,"empanada, cheese & vegetable, Mexican",1,Each,117816,58116115,710.4,19.11,76.97,3.55,NA,NA,12.28,0,36.7,13.47,7.77,NA,12.55,NA,357.42,0.64,7.13,4.82,NA,0.24,39.96,366.3,37.74,1112.22,1.98,11.32,0.53,0.21,4.45,4.45,0.57,0.51,26.64,NA,NA,222,330.27,112.99,NA,73.42,NA,3.55,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,61.14,73.42,NA,106.56,84.03,5.19,2972.31,95.46,NA,NA,91.02,4.44,59.94,NA,NA,0.67,2.13,NA,NA,NA,106.56,73.26,157.84,33.3,2.22,17.54,NA,NA,NA,NA,NA,NA,NA,324.12,NA,0.28,0.14,0.1,0.22,0.21,1.11,NA,6.28,NA,3.73,NA,NA,NA,0,0,0.34,0,13.08,0.04,0,0,7.1,0.62,0,0,0.04,0,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.26,NA,173.16,0,NA,NA,4.6,0.36,0.2,0.78,0.4,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/19/20,12/11/20,12/24/20,9,TRUE,FALSE
